id	xlink_label	xlink_role	xlink_type	xml_lang	label
label_NotesInvestmentsAccountedForUsingEquityMethodCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	label_NotesInvestmentsAccountedForUsingEquityMethodCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－持分法で会計処理されている投資
label_NotesInvestmentsAccountedForUsingEquityMethodCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	label_NotesInvestmentsAccountedForUsingEquityMethodCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－持分法で会計処理されている投資、要約四半期連結財務諸表（IFRS） [テキストブロック]
label_NotesBiologicalAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	label_NotesBiologicalAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－生物資産
label_NotesBiologicalAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	label_NotesBiologicalAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－生物資産、要約四半期連結財務諸表（IFRS） [目次項目]
label_NotesBiologicalAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	label_NotesBiologicalAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－生物資産
label_NotesBiologicalAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	label_NotesBiologicalAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－生物資産、要約四半期連結財務諸表（IFRS） [テキストブロック]
label_NotesExplorationForAndEvaluationOfMineralResourcesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	label_NotesExplorationForAndEvaluationOfMineralResourcesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－鉱物資源の探査及び評価
label_NotesExplorationForAndEvaluationOfMineralResourcesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	label_NotesExplorationForAndEvaluationOfMineralResourcesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－鉱物資源の探査及び評価、要約四半期連結財務諸表（IFRS） [目次項目]
label_NotesExplorationForAndEvaluationOfMineralResourcesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	label_NotesExplorationForAndEvaluationOfMineralResourcesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－鉱物資源の探査及び評価
label_NotesExplorationForAndEvaluationOfMineralResourcesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	label_NotesExplorationForAndEvaluationOfMineralResourcesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－鉱物資源の探査及び評価、要約四半期連結財務諸表（IFRS） [テキストブロック]
label_NotesOtherInvestmentsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	label_NotesOtherInvestmentsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－その他の投資
label_NotesOtherInvestmentsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	label_NotesOtherInvestmentsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－その他の投資、要約四半期連結財務諸表（IFRS） [目次項目]
label_NotesOtherInvestmentsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	label_NotesOtherInvestmentsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－その他の投資
label_NotesOtherInvestmentsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	label_NotesOtherInvestmentsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－その他の投資、要約四半期連結財務諸表（IFRS） [テキストブロック]
label_NotesOtherFinancialAssetsAndOtherFinancialLiabilitiesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	label_NotesOtherFinancialAssetsAndOtherFinancialLiabilitiesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－その他の金融資産及びその他の金融負債
label_NotesOtherFinancialAssetsAndOtherFinancialLiabilitiesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	label_NotesOtherFinancialAssetsAndOtherFinancialLiabilitiesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－その他の金融資産及びその他の金融負債、要約四半期連結財務諸表（IFRS） [目次項目]
label_NotesOtherFinancialAssetsAndOtherFinancialLiabilitiesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	label_NotesOtherFinancialAssetsAndOtherFinancialLiabilitiesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－その他の金融資産及びその他の金融負債
label_NotesOtherFinancialAssetsAndOtherFinancialLiabilitiesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	label_NotesOtherFinancialAssetsAndOtherFinancialLiabilitiesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－その他の金融資産及びその他の金融負債、要約四半期連結財務諸表（IFRS） [テキストブロック]
label_NotesOtherFinancialAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	label_NotesOtherFinancialAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－その他の金融資産
label_NotesOtherFinancialAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	label_NotesOtherFinancialAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－その他の金融資産、要約四半期連結財務諸表（IFRS） [目次項目]
label_NotesOtherFinancialAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	label_NotesOtherFinancialAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－その他の金融資産
label_NotesOtherFinancialAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	label_NotesOtherFinancialAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－その他の金融資産、要約四半期連結財務諸表（IFRS） [テキストブロック]
label_NotesOtherCurrentAssetsAndOtherNonCurrentAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	label_NotesOtherCurrentAssetsAndOtherNonCurrentAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－その他の流動資産及びその他の非流動資産
label_NotesOtherCurrentAssetsAndOtherNonCurrentAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	label_NotesOtherCurrentAssetsAndOtherNonCurrentAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－その他の流動資産及びその他の非流動資産、要約四半期連結財務諸表（IFRS） [目次項目]
label_NotesOtherCurrentAssetsAndOtherNonCurrentAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	label_NotesOtherCurrentAssetsAndOtherNonCurrentAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－その他の流動資産及びその他の非流動資産
label_NotesOtherCurrentAssetsAndOtherNonCurrentAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	label_NotesOtherCurrentAssetsAndOtherNonCurrentAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－その他の流動資産及びその他の非流動資産、要約四半期連結財務諸表（IFRS） [テキストブロック]
label_NotesOtherCurrentAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	label_NotesOtherCurrentAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－その他の流動資産
label_NotesOtherCurrentAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	label_NotesOtherCurrentAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－その他の流動資産、要約四半期連結財務諸表（IFRS） [目次項目]
label_NotesOtherCurrentAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	label_NotesOtherCurrentAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－その他の流動資産
label_NotesOtherCurrentAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	label_NotesOtherCurrentAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－その他の流動資産、要約四半期連結財務諸表（IFRS） [テキストブロック]
label_NotesOtherNonCurrentAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	label_NotesOtherNonCurrentAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－その他の非流動資産
label_NotesOtherNonCurrentAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	label_NotesOtherNonCurrentAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－その他の非流動資産、要約四半期連結財務諸表（IFRS） [目次項目]
label_NotesOtherNonCurrentAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	label_NotesOtherNonCurrentAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－その他の非流動資産
label_NotesOtherNonCurrentAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	label_NotesOtherNonCurrentAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－その他の非流動資産、要約四半期連結財務諸表（IFRS） [テキストブロック]
label_NotesOtherAssetsAndOtherLiabilitiesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	label_NotesOtherAssetsAndOtherLiabilitiesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－その他の資産及びその他の負債
label_NotesOtherAssetsAndOtherLiabilitiesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	label_NotesOtherAssetsAndOtherLiabilitiesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－その他の資産及びその他の負債、要約四半期連結財務諸表（IFRS） [目次項目]
label_NotesOtherAssetsAndOtherLiabilitiesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	label_NotesOtherAssetsAndOtherLiabilitiesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－その他の資産及びその他の負債
label_NotesOtherAssetsAndOtherLiabilitiesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	label_NotesOtherAssetsAndOtherLiabilitiesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－その他の資産及びその他の負債、要約四半期連結財務諸表（IFRS） [テキストブロック]
label_NotesOtherAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	label_NotesOtherAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－その他の資産
label_NotesOtherAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	label_NotesOtherAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－その他の資産、要約四半期連結財務諸表（IFRS） [目次項目]
label_NotesOtherAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	label_NotesOtherAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－その他の資産
label_NotesOtherAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	label_NotesOtherAssetsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－その他の資産、要約四半期連結財務諸表（IFRS） [テキストブロック]
label_NotesDeferredTaxesAndIncomeTaxesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	label_NotesDeferredTaxesAndIncomeTaxesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－繰延税金及び法人所得税
label_NotesDeferredTaxesAndIncomeTaxesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	label_NotesDeferredTaxesAndIncomeTaxesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－繰延税金及び法人所得税、要約四半期連結財務諸表（IFRS） [目次項目]
label_NotesDeferredTaxesAndIncomeTaxesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	label_NotesDeferredTaxesAndIncomeTaxesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－繰延税金及び法人所得税
label_NotesDeferredTaxesAndIncomeTaxesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	label_NotesDeferredTaxesAndIncomeTaxesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－繰延税金及び法人所得税、要約四半期連結財務諸表（IFRS） [テキストブロック]
label_NotesDeferredTaxesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	label_NotesDeferredTaxesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－繰延税金
label_NotesDeferredTaxesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	label_NotesDeferredTaxesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－繰延税金、要約四半期連結財務諸表（IFRS） [目次項目]
label_NotesDeferredTaxesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	label_NotesDeferredTaxesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－繰延税金
label_NotesDeferredTaxesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	label_NotesDeferredTaxesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－繰延税金、要約四半期連結財務諸表（IFRS） [テキストブロック]
label_NotesIncomeTaxesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	label_NotesIncomeTaxesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－法人所得税
label_NotesIncomeTaxesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	label_NotesIncomeTaxesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－法人所得税、要約四半期連結財務諸表（IFRS） [目次項目]
label_NotesIncomeTaxesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	label_NotesIncomeTaxesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－法人所得税
label_NotesIncomeTaxesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	label_NotesIncomeTaxesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－法人所得税、要約四半期連結財務諸表（IFRS） [テキストブロック]
label_NotesTradeAndOtherPayablesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	label_NotesTradeAndOtherPayablesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－営業債務及びその他の債務
label_NotesTradeAndOtherPayablesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	label_NotesTradeAndOtherPayablesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－営業債務及びその他の債務、要約四半期連結財務諸表（IFRS） [目次項目]
label_NotesTradeAndOtherPayablesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	label_NotesTradeAndOtherPayablesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－営業債務及びその他の債務
label_NotesTradeAndOtherPayablesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	label_NotesTradeAndOtherPayablesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－営業債務及びその他の債務、要約四半期連結財務諸表（IFRS） [テキストブロック]
label_NotesTradeAndOtherPayables2CondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	label_NotesTradeAndOtherPayables2CondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－仕入債務及びその他の債務
label_NotesTradeAndOtherPayables2CondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	label_NotesTradeAndOtherPayables2CondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－仕入債務及びその他の債務、要約四半期連結財務諸表（IFRS） [目次項目]
label_NotesTradeAndOtherPayables2CondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	label_NotesTradeAndOtherPayables2CondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－仕入債務及びその他の債務
label_NotesTradeAndOtherPayables2CondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	label_NotesTradeAndOtherPayables2CondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－仕入債務及びその他の債務、要約四半期連結財務諸表（IFRS） [テキストブロック]
label_NotesTradeAndOtherPayables3CondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	label_NotesTradeAndOtherPayables3CondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－買掛金及びその他の債務
label_NotesTradeAndOtherPayables3CondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	label_NotesTradeAndOtherPayables3CondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－買掛金及びその他の債務、要約四半期連結財務諸表（IFRS） [目次項目]
label_NotesTradeAndOtherPayables3CondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	label_NotesTradeAndOtherPayables3CondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－買掛金及びその他の債務
label_NotesTradeAndOtherPayables3CondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	label_NotesTradeAndOtherPayables3CondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－買掛金及びその他の債務、要約四半期連結財務諸表（IFRS） [テキストブロック]
label_NotesTradePayablesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	label_NotesTradePayablesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－営業債務
label_NotesTradePayablesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	label_NotesTradePayablesCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－営業債務、要約四半期連結財務諸表（IFRS） [目次項目]
label_NotesTradePayablesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	label_NotesTradePayablesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－営業債務
label_NotesTradePayablesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	label_NotesTradePayablesCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－営業債務、要約四半期連結財務諸表（IFRS） [テキストブロック]
label_NotesTradePayables2CondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	label_NotesTradePayables2CondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－仕入債務
label_NotesTradePayables2CondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	label_NotesTradePayables2CondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－仕入債務、要約四半期連結財務諸表（IFRS） [目次項目]
label_NotesTradePayables2CondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	label_NotesTradePayables2CondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－仕入債務
label_NotesTradePayables2CondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	label_NotesTradePayables2CondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－仕入債務、要約四半期連結財務諸表（IFRS） [テキストブロック]
label_NotesTradePayables3CondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	label_NotesTradePayables3CondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－買入債務
label_NotesTradePayables3CondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	label_NotesTradePayables3CondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－買入債務、要約四半期連結財務諸表（IFRS） [目次項目]
label_NotesTradePayables3CondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	label_NotesTradePayables3CondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－買入債務
label_NotesTradePayables3CondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	label_NotesTradePayables3CondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－買入債務、要約四半期連結財務諸表（IFRS） [テキストブロック]
label_NotesBondsAndBorrowingsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	label_NotesBondsAndBorrowingsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－社債及び借入金
label_NotesBondsAndBorrowingsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	label_NotesBondsAndBorrowingsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－社債及び借入金、要約四半期連結財務諸表（IFRS） [目次項目]
label_NotesBondsAndBorrowingsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	label_NotesBondsAndBorrowingsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－社債及び借入金
label_NotesBondsAndBorrowingsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	label_NotesBondsAndBorrowingsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－社債及び借入金、要約四半期連結財務諸表（IFRS） [テキストブロック]
label_NotesBondsPayableCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	label_NotesBondsPayableCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－社債
label_NotesBondsPayableCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	label_NotesBondsPayableCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－社債、要約四半期連結財務諸表（IFRS） [目次項目]
label_NotesBondsPayableCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	label_NotesBondsPayableCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－社債
label_NotesBondsPayableCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	label_NotesBondsPayableCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－社債、要約四半期連結財務諸表（IFRS） [テキストブロック]
label_NotesBorrowingsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	label_NotesBorrowingsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－借入金
label_NotesBorrowingsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	label_NotesBorrowingsCondensedQuarterlyConsolidatedFinancialStatementsIFRSHeading_2	http://www.xbrl.org/2003/role/verboseLabel	resource	ja	注記事項－借入金、要約四半期連結財務諸表（IFRS） [目次項目]
label_NotesBorrowingsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	label_NotesBorrowingsCondensedQuarterlyConsolidatedFinancialStatementsIFRSTextBlock	http://www.xbrl.org/2003/role/label	resource	ja	注記事項－借入金
